,text,score,magnitude
0,"first randomized clinical trial convalescent plasma reported li et al jama suggests that…
",0.0%,0.0%
0,"quick reminder there’s nothing special icu “bed” it’s nurses techs rts doctors make a…
",-70.0%,70.0%
0,"hold public inquiry governments handling pandemic sign petition…
",-20.0%,20.0%
0,"people watching mlb kneelonlytogod
",0.0%,0.0%
0,"masks become accessory necessity many brands design experts crafting lifesaving a…
",80.0%,80.0%
0,"jamiamosquenairobi largest mosque kenya shall remain closed regular  daily prayers due impractic…
",0.0%,0.0%
0,"cnni excatly scientists telling us beginning it’s people…
",-40.0%,40.0%
0,"claims  lives infects  others murad shah chiefministersindh cmsindh …
",-20.0%,20.0%
0,"mmpadellan along everyone else fully expect first annual trump games next year “celebrate”…
",-10.0%,10.0%
0," new cases  new death state palestine  gmt coronavirusupdate coronaviruspandemic
",-20.0%,20.0%
0,"updated thread drzoehyde children summary schools reopen safely community transmiss…
",0.0%,0.0%
0,"hf running food pantries  us cities hfusa served  million meals the…
",-20.0%,20.0%
0,"yesterday pleasure shooting corinne pedro’s wedding hendon town hall pergola gardens ham…
",80.0%,80.0%
0,"damn john roberts trying help save lives people right go church sit close someone sing…
",10.0%,10.0%
0,"pre selfie challenge i’ll join trend post selfie preferably pic took right the…
",30.0%,30.0%
0,"masks made eyebrow raise new polite smile walk passed folk supermarket
",70.0%,70.0%
0,"natural way working remote may need additional skills remote teams handling softskillscommunicatio…
",10.0%,10.0%
0,"“together must move beyond management shortterm response seize historical unique opportunity…
",30.0%,30.0%
0,"remotejobs layoffs jobs understand current crisis affect job market fee…
",-10.0%,10.0%
0,"what’s difference year makes thejocoxway buzz cut  cut
",0.0%,0.0%
0,"avoiding delaying seeking medical assistance pandemic julie maiden clinical ne…
",-20.0%,20.0%
0,"walmart wants customers wear mask go back  hours walmart
",-80.0%,80.0%
0,"need thermometer  currier available bulks want call number poster whats…
",-50.0%,50.0%
0,"montaga realdonaldtrump oktraitor trumpiskillingus failed coronaviruspandemic  wave test trace amp…
",-40.0%,40.0%
0,"thank   facemask  love love miss ruby   🤩🥰 facemask covid…
",90.0%,90.0%
0," brathgu maybe pay attention tweets interesting table showing…
",10.0%,10.0%
0,"scotus rules protests legal gathering church isnt assembling congregation…
",-40.0%,40.0%
0,"contribution towards initiative highly appreciated dm information ferguson…
",90.0%,90.0%
0,"punjabpolice cybercrimecell issues alert phishing fraud punjabpoliceind
",-60.0%,60.0%
0,"hyderabad son refuses allow mother house recovered telanganafightscorona…
",-60.0%,60.0%
0,"work six publicprivate partnership ppp projects involving us  billion investment virtually…
",10.0%,10.0%
0,"type facemask used workouts gym specialty fitness epidemiology exhal…
",0.0%,0.0%
0,"next bitesized resource comes director jacqueline lynch answers question ‘what trauma’…
",-40.0%,40.0%
0,"good gop trump
",70.0%,70.0%
0,"helenhs lauriegarrett watch
",10.0%,10.0%
0,"florida gop rep ⁦vernbuchanan⁩ ‘devastated’ longtime staffer dies
",0.0%,0.0%
0,"kbonimtetezi must branded name cure corona virusthere shortage fools in…
",-80.0%,80.0%
0,"updates holidaymakers’ plans hit delays travel restrictions …
",-60.0%,60.0%
0,"that’s definition gross negligence
",-80.0%,80.0%
0,"sell face shields wholesale retail prices obasekiflagsofftoday awaybyremi buhariwhereispib
",0.0%,0.0%
0,"life nowadays thanks
",80.0%,80.0%
0,"kenyathere thousands families across country facing severe food shortages due …
",-50.0%,50.0%
0,"impacted counter extremism efforts great read via ranttmedia seanarbuthnot
",20.0%,20.0%
0,"eating help restaurant owners many still scared go restaurant new tech c…
",-50.0%,50.0%
0,"dont expect someone else keep safe stay  others keep washing hands wear mask stop s…
",-70.0%,70.0%
0,"morocco onufemmesmaroc ground helping rural women struggling maintain cooperatives due to…
",50.0%,50.0%
0,"moisturiser hand sanitizer sale enjoy instant clean natural hand sanitizer health healthylifestyle…
",90.0%,90.0%
0,"left hospital since arrival know would happen next tell healthwatch england…
",-10.0%,10.0%
0,"youre weekend please remember keep social distancing protectsuffolk protectnorfolk
",30.0%,30.0%
0,"“to able meet financial needs women already diversifying activities include animal husba…
",20.0%,20.0%
0,"herdimmunity achieved millions would die health care system would collapse years fille…
",-70.0%,70.0%
0,"case werent aware capitalism still beating socialism
",-70.0%,70.0%
0,"experts “this data saying” isn’t reflected seenheard experts “this based…
",-60.0%,60.0%
0,"best proper way wear viral face shield federal ministry health lets inform public ad…
",80.0%,80.0%
0,"line inec nigeria ncdc guidelines  meters sitting position venue gu…
",-20.0%,20.0%
0,"amazed drivein movies making raging comeback pandemic
",90.0%,90.0%
0,"agents plans chinese students know internationalstudents…
",-20.0%,20.0%
0,"thesun wonder many people using facemask shoplift without fear identified…
",40.0%,40.0%
0,"coronawatch   total confirmed cases   cases curedrecovered   samples tested he…
",-20.0%,20.0%
0,"hold public inquiry governments handling pandemic sign petition…
",-20.0%,20.0%
0,"im thinking student opening history book study big exam seeing picture brazi…
",20.0%,20.0%
0,"barackobama sure missed another concern sarahzhang drdenagrayson amount cost…
",-50.0%,50.0%
0,"destructoamf friendship lifelong seinfeldesque germaphobe reassuring resear…
",60.0%,60.0%
0,"getting screened entrance maweshi mandi priority time around f…
",-10.0%,10.0%
0,"usatoday child catches brings home family member family friend contracts wh…
",20.0%,20.0%
0,"ministry also announced  additional cases recovery bringing total number recoveries …
",30.0%,30.0%
0,"white neighborhoods access testing sites—even disease hitting black hispanic co…
",-20.0%,20.0%
0,"hongkong government stop beach
",-40.0%,40.0%
0,"aged
",0.0%,0.0%
0,"heartbreaking kuching fa football player joseph kalang tie quarantined home expo…
",-30.0%,30.0%
0,"episode talk experiences outdoors quarantine  however things change got h…
",-20.0%,20.0%
0,"would csdberlin parade year due taking opportunity virtuall…
",10.0%,10.0%
0," fresh cases active cases cross
",50.0%,50.0%
0,"kuwait reports  new cases along  new recoveries
",20.0%,20.0%
0,"government needs step save american businesses us spiral second great depre…
",0.0%,0.0%
0,"heres hashes people see others r getting tired seeing evidence wayfair maddy mcann etc not…
",-70.0%,70.0%
0,"coronavirusinfected cells sprout filaments may spread virus science
",-10.0%,10.0%
0,"according several women talked alhol internal social media got first case one…
",0.0%,0.0%
0," experiments made available kind research…
",10.0%,10.0%
0,"don’t wear mask valve
",-70.0%,70.0%
0,"kenya food systems experts warn deepening food crisis due govt states projects surplus…
",0.0%,0.0%
0,"shoggothqueen refusing prove tough avoid unpleasant side effects to…
",-60.0%,60.0%
0,"latest itvnews  phe report shows link obesity risk dying new…
",0.0%,0.0%
0,"thanks cristiano ibraofficial lewyofficial joshuakimmich leongoretzka initiatives fight…
",60.0%,60.0%
0,"face masks important pandemic ppe read actapaulenferms
",20.0%,20.0%
0,"cnn follow epidemiologist professor devisridhar advice
",30.0%,30.0%
0,"repost crazyteacherlady organize national teacher strike get word across ohio…
",0.0%,0.0%
0,"unprecedented situation important take care loved ones check f…
",50.0%,50.0%
0,"senrickscott advocating teachers youre comfortable teachers returning school the…
",30.0%,30.0%
0,"awhad undergoing treatment deenanath hospital test reports came positive said family mem…
",10.0%,10.0%
0,"getting screened entrance maweshi mandi priority time around f…
",-10.0%,10.0%
0," luckily understand borisjohnson’s incompetence allowed death rates one of…
",-80.0%,80.0%
0,"keep sharing stories coping health social economic impacts special initiatives…
",20.0%,20.0%
0,"trends hashtags usa follow account  blacklivesmatter   americasgreatestmistake    …
",0.0%,0.0%
0,"sharp decline number deaths pakistan claimed  li…
",-70.0%,70.0%
0," anjeew tanyaslobodian cnn  americans died tb  holy shit kept quiet…
",-70.0%,70.0%
0,"situation south indian states glance july   testing statistics tamilnadu amp…
",-10.0%,10.0%
0,"nikkihaley realdonaldtrump thankfully girls everywhere people aoc speakerpelosi look rat…
",-80.0%,80.0%
0,"vaccine tracker latest complete list head link…
",0.0%,0.0%
0,"vaccine tracker latest complete list head link…
",0.0%,0.0%
0,"""""
",10.0%,10.0%
0,"vaccine tracker latest complete list head link…
",0.0%,0.0%
0,"vaccine tracker latest complete list head link…
",0.0%,0.0%
0,"aacdiscokaraoke mrswilks hi alli’m loving jason donovan facemask arrived post this…
",20.0%,20.0%
0,"here’s short poem people wearing masks it’s called ‘on liberty’ brianbilston onliberty…
",-20.0%,20.0%
0,"pandemic uk uk 
",0.0%,0.0%
0,"johncornyn tedcruz spinelessrepublicans john cares kissing trumps ass texans hun…
",-30.0%,30.0%
0,"bbclaurak spirit sharing second wave learning fyi borisjohnson…
",20.0%,20.0%
0,"you’re doubt snp utterly wrong scotland forward watch afneil highlights s…
",-80.0%,80.0%
0,"job alert number exciting job openings thet would join team dedicated…
",40.0%,40.0%
0,"need work together protect world  states please step release muc…
",-40.0%,40.0%
0,"getting stressed news  ways sleep better telanganafightscorona…
",-40.0%,40.0%
0,"hi euhomeaffairs placebeauvau bmibund ukhomeoffice justitiedep ministeriejenv thousands refugees at…
",10.0%,10.0%
0,"hi bdafrica standardkenya thestarkenya businessdayng dailynation thenationnews thisdaylive mobilepunch…
",20.0%,20.0%
0,"theresatrog well technically hes wearing mask isnt conform rules
",-50.0%,50.0%
0,"interesting recent graphic ottawa cases especially kids  parents age group…
",70.0%,70.0%
0,"mop brandon banks doubles  cfl season absence ‘it’s worth it’ hamont…
",0.0%,0.0%
0,"div com reviews independence  arrangementsstresses foolproof preparations strict adherence to…
",-30.0%,30.0%
0,"africadespite pandemic disrupting food trade across continent various agribusinesses creat…
",-70.0%,70.0%
0,"could worse   pandemic rolls onand every stat person neighbor need organi…
",-90.0%,90.0%
0,"returning new normal  newnormal
",-10.0%,10.0%
0,"heres list doctors available teleconsultation   pm telemedicine opd sir sun…
",0.0%,0.0%
0,"hero lets fight battle togather information   corona
",10.0%,10.0%
0,"india begins  humantrials vaccine
",0.0%,0.0%
0,"jeremycorbyn poor old keirstarmer sorting messes
",-80.0%,80.0%
0,"nstworld mr president dont go screams tearful celiacapira begs hospital bed husband…
",-70.0%,70.0%
0," dead less  months it’s “just flu” wearamask socialdistancing washyourhands
",-40.0%,40.0%
0,"nicolasturgon accuses pm ‘politicizing’ laugh here’s party monetizing pa…
",-70.0%,70.0%
0,"nonhisterics guide
",0.0%,0.0%
0,"davidmalpasswbg kgeorgieva country choose protecting citizens a…
",0.0%,0.0%
0,"poverty defect project pentool turkishalhoub wfpar unescwa unicefjordan…
",-60.0%,60.0%
0,"appreciation front liner icu shl dedicated team working day night since first cas…
",90.0%,90.0%
0,"said you’re currently market new job take time research company expectati…
",-20.0%,20.0%
0,"crisis changed peoples shoppingbehavior ways conducting business brands need enable many…
",-60.0%,60.0%
0,"best bit advice 
",80.0%,80.0%
0," dead think random number statistic mothers fathe…
",-60.0%,60.0%
0,"radiobrendanrte teenagates talks dad terry’s health “going backwards” due closure his…
",-70.0%,70.0%
0,"shocking stats india brilliant gorwayglobal daily analysis country mar…
",30.0%,30.0%
0,"itcorbyn borisjohnson quite took  months johnson govt understand could listen…
",-60.0%,60.0%
0,"cnn governor abbot condemning patients everyone lives th…
",-70.0%,70.0%
0,"sinclair broadcasting attack marxist media activists airing plandemic dr fauci s…
",-60.0%,60.0%
0,"answer idiots don’t know difference “there they’re” interpreting medical data question…
",-80.0%,80.0%
0,"see jamapediatrics linked businessinsider jamanetworkinthenews
",0.0%,0.0%
0,"many people whove died since us reopened via ⁦cnn⁩ kids families …
",-60.0%,60.0%
0,"well ain’t quite metaphor  trump americaortrump trumpislosing saturdayvibes saturdaymood…
",-10.0%,10.0%
0,"coronainfoch corona canada student researchers brainstorm
",30.0%,30.0%
0,"demak  proportion dhanakencana color demak indonesia asia photographer instagram photography…
",30.0%,30.0%
0,"coolest party decoration supplies ever blackisking birthday…
",90.0%,90.0%
0,"vets busy spreadingcatching hope va hospitals improved since trained one…
",-20.0%,20.0%
0,"davidschneider course time look time people die needlessly…
",-30.0%,30.0%
